"Identification de la station","Nom de la station","Province/Territoire","Bassin","Latitude","Longitude","Agence d'exploitation","Calendrier d'opération","Mois de début","Mois de fin","Status"
"02PD024","HURONS (RIVIÈRE DES) À STONEHAM","QC","02","47.02700","-71.36160","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PE001","SAINTE-ANNE DU NORD (RIVIERE) A LA CENTRALE DE SAINT-FEREOL","QC","02","47.12361","-70.81833","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02PE002","CHIENS (RIVIERE AUX) A SAINTE-ANNE-DE-BEAUPRE-OUEST","QC","02","47.01000","-70.96639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PE003","SAINTE-ANNE DU NORD (RIVIERE) PRES DE SAINTE-ANNE-DE-BEAUPRE","QC","02","47.05667","-70.88722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PE004","SAINTE-ANNE DU NORD (RIVIERE) AU RESERVOIR SAVANE","QC","02","47.45556","-70.86500","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02PE005","SAULT A LA PUCE (RIVIERE DU) PRES DE CHATEAU-RICHER","QC","02","46.98056","-71.00889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PE009","GOUFFRE (RIVIERE DU) A BAIE-SAINT-PAUL","QC","02","47.44750","-70.51056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PE014","DAUPHINE (RIVIERE) À L' ÎLE D'ORLÉANS","QC","02","46.96667","-70.85639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PE015","MARE (RUISSEAU DE LA)","QC","02","47.38083","-70.40806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PF001","MALBAIE (RIVIERE) A CLERMONT","QC","02","47.69417","-70.21694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PF003","JACK (LAC A)","QC","02","47.60694","-70.99111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG001","LOUP (RIVIERE DU) À 0,6 KM EN AMONT DU PONT-ROUTE 185","QC","02","47.82250","-69.52056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PG002","OUELLE (RIVIERE) A LA ROUTE NO. 230","QC","02","47.41972","-69.94944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG003","FOURCHUE (RIVIERE) À 0,2 KM EN AVAL DU BARRAGE MORIN","QC","02","47.65083","-69.51278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PG004","LOUP (RIVIERE DU) A LA ROUTE NO. 289","QC","02","47.58250","-69.66972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG005","LOUP (RIVIERE DU) A LA ROUTE NO. 289","QC","02","47.66028","-69.58944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG006","LOUP (RIVIERE DU) A SAINT-JOSEPH-DE-KAMOURASKA","QC","02","47.61250","-69.64583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PG007","LOUP (RIVIERE DU) EN AMONT DE LA RIVIERE FOURCHUE","QC","02","47.67778","-69.54611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG008","LOUP (RIVIERE DU) EN AVAL DE LA RIVIERE FOURCHUE","QC","02","47.71611","-69.53639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG009","FOURCHUE (RIVIERE) AU RESERVOIR MORIN","QC","02","47.64944","-69.51167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PG010","LOUP (RIVIERE DU) EN AMONT DE LA ROUTE NO. 232","QC","02","47.82278","-69.51944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG014","LOUP (RIVIERE DU) EN AMONT DE LA ROUTE NO. 289","QC","02","47.57778","-69.64500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PG015","LOUP (RIVIERE DU) EN AMONT DE LA RIVIERE FOURCHUE","QC","02","47.67222","-69.56833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PG016","LOUP (RIVIERE DU) EN AMONT DE LA RIVIERE FOURCHUE","QC","02","47.66500","-69.58194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PG017","LOUP (RIVIERE DU) EN AVAL DE LA RIVIERE FOURCHUE","QC","02","47.69361","-69.54361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG018","OUELLE (RIVIERE) EN AMONT DE LA ROUTE NO. 230","QC","02","47.37972","-69.95167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG019","OUELLE (RIVIERE) A SAINT-GABRIEL-DE-KAMOURASKA","QC","02","47.36083","-69.94444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PG020","TROIS SAUMONS (LAC)","QC","02","47.12167","-70.20667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","JAN","DEC","Fermée"
"02PG022","OUELLE (RIVIERE) PRES DE SAINT-GABRIEL-DE-KAMOURASKA","QC","02","47.38111","-69.95806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PG023","KAMOURASKA (RIVIÈRE) AU PONT DU RANG DE L'EMBARRAS","QC","02","47.53270","-69.84930","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PG024","FOUQUETTE (RIVIÈRE) À ENVIRON 275 M EN AMONT DU PONT-ROUTE 289","QC","02","47.70250","-69.66290","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PH001","SUD (RIVIERE DU) A ARTHURVILLE","QC","02","46.82778","-70.75806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PH002","SUD (RIVIERE DU) EN AMONT DE BRAS SAINT-NICOLAS","QC","02","46.81250","-70.55611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PH003","SAINT-NICOLAS (BRAS) PRES DE SON EMBOUCHURE","QC","02","46.81194","-70.55389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PH004","ETCHEMIN (RIVIERE) A SAINT-HENRI-DE-LEVIS","QC","02","46.63556","-71.04472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PH007","SAINT-NICOLAS (BRAS) PRES DE SON EMBOUCHURE","QC","02","47.03917","-70.40611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PH009","ETCHEMIN (RIVIERE) A SAINT-HENRI","QC","02","46.72889","-71.13694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PH010","DU SUD (RIVIÈRE) À 1,0 KM EN AMONT DU PONT-ROUTE À ARTHURVILLE","QC","02","46.82056","-70.75694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PH011","ETCHEMIN (RIVIERE) AU PONT-ROUTE 173 À SAINT-HENRI-DE-LÉVIS","QC","02","46.69111","-71.06889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PH012","BOYER SUD (RIVIERE) AU PONT-ROUTE DU RANG GRANDE GRILLADE","QC","02","46.70753","-70.96053","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PH014","BOYER (RIVIÈRE) À 0,1 KM EN AVAL DU PONT DE TRAIN À SAINT-CHARLES DE BELLECHASSE","QC","02","46.81580","-70.90060","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PJ001","MEGANTIC (LAC) A MEGANTIC","QC","02","45.57361","-70.88500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PJ002","CHAUDIERE (RIVIERE) EN AVAL DU RUISSEAU DROLET","QC","02","45.69167","-70.78583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ003","CHAUDIERE (RIVIERE) A SAINT-JOSEPH-DE-BEAUCE","QC","02","46.30778","-70.88556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ004","CHAUDIERE (RIVIERE) A SCOTT-JONCTION","QC","02","46.50389","-71.07361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ005","CHAUDIERE (RIVIERE) AU PONT-ROUTE 218 À SAINT-LAMBERT-DE-LAUZON","QC","02","46.58778","-71.21639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PJ006","CHAUDIERE (RIVIERE) A SAINTE-MARIE","QC","02","46.43583","-71.02167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PJ007","BEAURIVAGE (RIVIERE) A SAINTE-ETIENNE","QC","02","46.65917","-71.28861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PJ008","VEUILLEUX (RIVIERE) PRES DE LA RIVIERE FAMINE","QC","02","46.27194","-70.38806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ011","CHAUDIERE (RIVIERE) A MEGANTIC","QC","02","45.57389","-70.88056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ012","CHAUDIERE (RIVIERE) EN AVAL DU BARRAGE A MEGANTIC","QC","02","45.57389","-70.88056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PJ013","CHAUDIERE (RIVIERE) EN AVAL DU RUISSEAU DROLET","QC","02","45.70750","-70.76306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ014","CHAUDIERE (RIVIERE) EN AVAL DU BARRAGE SARTIGAN","QC","02","46.09778","-70.65611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PJ015","CHAUDIERE (RIVIERE) AU RESERVOIR SARTIGAN","QC","02","46.09778","-70.65611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PJ017","CHAUDIERE (RIVIERE) A SAINT-GEORGES","QC","02","46.11806","-70.67306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ018","CHAUDIERE (RIVIERE) A BEAUCEVILLE","QC","02","46.20111","-70.74500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ020","CHAUDIERE (RIVIERE)","QC","02","46.24694","-70.81722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ021","CHAUDIERE (RIVIERE) A BEAUCEVILLE","QC","02","46.21056","-70.77528","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ022","CHAUDIERE (RIVIERE) A VALLEE-JONCTION","QC","02","46.37389","-70.92861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ023","CHAUDIERE (RIVIERE) A SAINTE-MARIE","QC","02","46.46361","-71.05861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ025","VICTORIA (RIVIERE)","QC","02","45.53722","-70.94333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ026","PLANTES (RIVIERE DES)-2","QC","02","46.26417","-70.79444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ027","DU LOUP (RIVIERE)","QC","02","45.94667","-70.45972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ028","LINIERE (RIVIERE) A SAINT-COME-2","QC","02","46.05861","-70.52778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ029","LINIERE (RIVIERE) A SAINT-COME-1","QC","02","46.05833","-70.52667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ030","FAMINE (RIVIERE) A SAINT-GEORGES","QC","02","46.16417","-70.63972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PJ031","SAINT-VICTOR (RIVIERE)","QC","02","46.20167","-70.89389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PJ033","TRUITE (RIVIERE A LA)","QC","02","45.90028","-70.62944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ034","BRAS D'HENRI (RIVIÈRE) À 2,3 KM DE LA BEAURIVAGE","QC","02","46.54028","-71.33889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PJ035","ABENAQUIS (RIVIERE DES)","QC","02","46.22333","-70.52139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ036","NADEAU (RIVIERE)","QC","02","46.38306","-70.95833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ037","PLANTES (RIVIERE DES)-1","QC","02","46.25667","-70.81250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ038","SAMSON (RIVIERE) EN AVAL DE LA RIVIERE DU BARRAGE","QC","02","45.70056","-70.66556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ039","POZER (RIVIERE)","QC","02","46.11944","-70.69639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PJ040","ARNOLD (RIVIERE) EN AMONT DE LA RIVIERE CLINTON","QC","02","45.41333","-70.86639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PK003","BOURRET (RIVIERE)","QC","02","46.64778","-71.59333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PK004","CHEVREUILS (RIVIERE AUX) EN AMONT DE LA RIVIERE DU CHENE","QC","02","46.41222","-71.61611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PK005","CHENE (PETIT RIVIERE DU) A PARISVILLE","QC","02","46.50000","-72.10778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PK006","GENTILLY (RIVIERE)-1","QC","02","46.35639","-72.31083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PK007","GENTILLY (RIVIERE)-2","QC","02","46.37500","-72.32667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PK008","GENTILLY (RIVIERE)","QC","02","46.33333","-72.31667","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Saisonnier","JAN","DEC","Fermée"
"02PK009","DU CHENE (PETITE RIVIÈRE) À 250 M DU PONT-ROUTE 265 A DESCHAILLONS","QC","02","46.54056","-72.09344","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PL001","BECANCOUR (RIVIERE) A LYSTER","QC","02","46.36889","-71.62250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PL005","BECANCOUR (RIVIERE) À 2,1 KM EN AMONT DE LA RIVIÈRE PALMER","QC","02","46.30611","-71.45139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PL007","BECANCOUR (RIVIERE) PRES DE SAINT-SYLVERE","QC","02","46.19472","-72.28389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PL009","BECANCOUR (RIVIERE)  A 5.1 KM EN AVAL DU RUISSEAU SALABERRY","QC","02","46.04417","-71.44750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PL010","BOURBON (RIVIERE) A PLESSISVILLE","QC","02","46.21944","-71.77750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PL011","PALMER (RIVIERE) EN AMONT DE LA RIVIERE OSGOODE","QC","02","46.30056","-71.37000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PL012","BULLARD (RUISSEAU) A SAINT-JEAN-DE-BREBEUF","QC","02","46.17556","-71.45778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","JAN","DEC","Fermée"
"02PL013","BULLARD (RUISSEAU) A MILLFIELD","QC","02","46.21000","-71.48806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PL015","BOURBON (RIVIÈRE) SUR LE 11IE RANG À PLESSISVILLE","QC","02","46.18400","-71.75420","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PL016","BÉCANCOUR (RIVIÈRE) À 6 KM  EN AVAL DU PONT DE L'AUTOROUTE 20","QC","02","46.19900","-72.09820","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02QA001","TROIS PISTOLES (RIVIERE DES) À 2,1 KM EN AMONT DU PONT-ROUTE 132","QC","02","48.08917","-69.19639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02QA002","RIMOUSKI (RIVIERE) À 3,7 KM EN AMONT DU PONT-ROUTE 132","QC","02","48.41333","-68.55611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02QA003","MITIS (RIVIERE) A LA CENTRALE DE PRICE","QC","02","48.62194","-68.13750","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02QA004","MITIS (RIVIERE) AU RESERVOIR MITIS","QC","02","48.32528","-67.91000","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02QA005","MISTIGOUGECHE (RIVIERE) AU RESERVOIR MISTIGOUGECHE","QC","02","48.17750","-68.02639","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02QA006","MITIS (RIVIERE) EN AVAL DE LA RIVIERE MISTIGOUGECHE","QC","02","48.46167","-68.01944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QA007","MITIS (RIVIERE) EN AMONT DE LA RIVIERE MISTIGOUGECHE","QC","02","48.44861","-68.00250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QA010","RIMOUSKI (RIVIERE)-2","QC","02","48.41250","-68.55556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QA011","TROIS PISTOLES (RIVIERE DES)-2","QC","02","48.07667","-69.18917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02QA016","MITIS (RIVIERE) PRES DE LA RIVIERE MISTIGOUGECHE","QC","02","48.45611","-68.01056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QA017","NEIGETTE (RIVIERE)","QC","02","48.51750","-68.16222","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QA026","BIC (RIVIERE DU)","QC","02","48.37361","-68.70417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QA036","NEIGETTE (PETITE RIVIÈRE) À 0,5 KM EN AVAL  DU LAC À LA PEINTURE","QC","02","48.41970","-68.35610","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02QB001","MATANE (RIVIERE) À 8,5 KM EN AMONT DU PONT-ROUTE 132 À MATANE","QC","02","48.77472","-67.54194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02QB003","BLANCHE (RIVIERE)-2","QC","02","48.76750","-67.66583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QB004","MATANE (RIVIERE) A MATANE","QC","02","48.81833","-67.53972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QB005","BLANCHE (RIVIERE) À 3,5 KM EN AMONT DU PONT-ROUTE 132","QC","02","48.76667","-67.66611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02QB007","MATANE (RIVIERE) EN AMONT DE LA RIVIERE TAMAGODI","QC","02","48.64000","-67.28056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02QB008","MATANE (RIVIERE) AU BARRAGE MATHIEU-D'AMOURS","QC","02","48.84583","-67.53111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02QB009","MATANE (LAC)","QC","02","48.69028","-66.97444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QB010","TRUITE (ETANG A LA)","QC","02","48.67861","-66.78556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QB011","CAP CHAT (RIVIERE) A CAP-CHAT","QC","02","49.05639","-66.67222","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QB016","DUVIVIER (LAC)","QC","02","48.69806","-67.14500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QB018","MATANE (RIVIÈRE) À L'AMONT DU BARRAGE MATHIEU D'AMOUR SUR LE BRAS EST","QC","02","48.84260","-67.52880","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QC001","MADELEINE (RIVIERE) A RIVIERE-LA-MADELEINE","QC","02","49.20278","-65.29556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QC002","MADELEINE (RIVIERE) PRES DE RIVIERE-LA-MADELEINE","QC","02","49.19417","-65.29861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02QC003","MONT-LOUIS (RIVIERE DE)","QC","02","49.20667","-65.72861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC004","MONT-LOUIS (RIVIERE DE) EN AVAL DE LA RIVIERE DE MONT-LOUIS-EST","QC","02","49.15361","-65.68833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC007","SAINTE-ANNE (RIVIERE)-3","QC","02","49.06611","-66.49361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC008","SAINTE-ANNE (RIVIERE)-2","QC","02","49.06528","-66.49389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC009","SAINTE-ANNE (RIVIERE) À 9,7 KM EN AMONT DU PONT-ROUTE 132","QC","02","49.05889","-66.48667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02QC010","SAINTE-ANNE (RIVIERE) EN AMONT DE LA RIVIERE SAINTE-ANNE NORD-EST","QC","02","48.94639","-66.12722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC011","SAINTE-ANNE NORDD-EST (RIVIERE)","QC","02","48.94778","-66.12306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC012","SAINTE-ANNE (RIVIERE) A LA SORTIE DU LAC SAINTE-ANNE","QC","02","48.80667","-66.06361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC013","RENARD (PETIT RIVIERE AU)","QC","02","48.98583","-64.42444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02QC014","RENARD (PETITE RIVIERE AU) PRES DE L'EMBOUCHURE","QC","02","48.97500","-64.43583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02QC017","GRANDE-VALLEE (RIVIERE)","QC","02","49.18861","-65.15222","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02RA001","BONNARD (RIVIERE) AU RESERVOIR MANOUANE","QC","02","50.72167","-71.04500","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RB001","MANOUANE (RIVIERE) AU RESERVOIR MANOUANE","QC","02","50.65833","-70.52778","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RB003","MANOUANICHE (RIVIERE) AU RESERVOIR PIPMUACAN","QC","02","49.51167","-70.91167","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02RB004","MANOUANE (RIVIERE) A LA SORTIE DU LAC DUHAMEL","QC","02","49.88139","-70.92778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02RC002","PERIBONCA (RIVIERE) A LA CENTRALE DE CHUTE-A-LA-SAVANE","QC","02","48.75417","-71.84000","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RC003","PERIBONCA (RIVIERE) A LA CENTRALE DE LA PASSE DANGEREUSE","QC","02","49.90000","-71.25417","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RC005","PERIBONCA (RIVIERE) AU RESERVOIR DE LA PASSE DANGEREUSE","QC","02","49.90000","-71.25417","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RC007","PERIBONCA (RIVIERE) A LA CENTRALE DE LA CHUTE DU DIABLE","QC","02","48.78083","-71.69750","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RC008","PERIBONCA (RIVIERE) EN AVAL DE LA CENTRALE CHUTE DU DIABLE","QC","02","48.78083","-71.69750","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RC009","PERIBONCA (RIVIERE) EN AVAL DE LA CENTRALE DE CHUTE-A-LA-SAVANE","QC","02","48.75417","-71.84000","LA COMPAGNIE ALUMINIUM DU CANADA","Continu",,,"Fermée"
"02RC010","SERPENT (RIVIERE AU) PRES DE LA RIVIERE PERIBONCA","QC","02","49.60750","-71.29944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02RC011","PERIBONCA (PETITE RIVIERE)","QC","02","48.81417","-72.04778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
